Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Status
2933,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1,0.2,10.8588,
2934,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,1,0.2,13.7193,
2935,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10002834,Technology,Phones,Google Nexus 5,431.976,3,0.2,26.9985,
2938,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,248.08,7,0.0,116.5976,
2939,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,5,0.0,89.159,
2940,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376,
2941,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99,1,0.0,14.5584,
2942,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,7,0.0,427.4368,
2943,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,3,0.0,40.5867,
2944,CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,0.0,76.2525,
2948,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96,14,0.2,22.736,Pedido em Revisão
2952,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,
2955,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,671.984,2,0.2,50.3988,
2957,CA-2017-123638,6/27/2017,7/4/2017,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",191.646,3,0.1,31.941,
2963,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,0.2,9.1764,
2964,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2,0.2,6.074,
2969,CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.584,3,0.2,43.7136,
2979,CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0.0,87.3504,
2982,CA-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.136,4,0.2,13.8528,
2984,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746,
2988,CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0.0,152.118,
2991,CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983,
2993,CA-2016-134376,10/2/2016,10/6/2016,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,New York City,New York,10024,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0.0,16.5888,
2994,CA-2017-147291,3/11/2017,3/17/2017,Standard Class,MJ-17740,Max Jones,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,4,0.0,421.0824,
2995,CA-2016-112893,9/9/2016,9/13/2016,Second Class,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,95207,West,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,55.36,4,0.2,18.684,
2996,US-2014-150532,7/14/2014,7/21/2014,Standard Class,PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.291,
2999,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,95.968,4,0.2,28.7904,
3005,CA-2016-131499,9/8/2016,9/10/2016,First Class,MG-17875,Michael Grace,Home Office,United States,New York City,New York,10011,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1,0.0,62.244,
3006,CA-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,54703,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,0.0,45.84,
3007,CA-2017-116519,10/13/2017,10/15/2017,First Class,CR-12730,Craig Reiter,Consumer,United States,New York City,New York,10009,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,904.9,5,0.0,253.372,
3009,CA-2016-124772,12/5/2016,12/6/2016,First Class,JG-15160,James Galang,Consumer,United States,Murray,Kentucky,42071,South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0.0,74.8098,
3010,CA-2016-115525,7/25/2016,7/29/2016,Standard Class,RR-19525,Rick Reed,Corporate,United States,Toledo,Ohio,43615,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88,5,0.2,27.4365,
3021,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,0.0,41.823,
3022,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3,0.0,22.0077,
3023,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,5,0.2,28.65,
3025,CA-2015-164441,11/8/2015,11/13/2015,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.272,11,0.2,17.6418,Pedido em Revisão
3029,CA-2017-116855,12/17/2017,12/21/2017,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,504.9,5,0.0,80.784,
3030,US-2016-164189,3/24/2016,3/28/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Gresham,Oregon,97030,West,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,403.168,4,0.2,25.198,
3031,CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,Central,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4,0.0,31.0912,
3035,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,6,0.0,10.203,
3037,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.0,15.764,
3044,CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,8,0.2,256.784,
3049,CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006,
3050,CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,
3052,US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84,4,0.0,66.0736,
3054,CA-2016-128517,4/9/2016,4/14/2016,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,0.0,134.654,
3056,US-2015-100377,8/28/2015,9/1/2015,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,5,0.2,874.9875,
3061,CA-2016-144554,11/7/2016,11/12/2016,Standard Class,DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,43055,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.976,3,0.2,22.4955,
3063,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,19711,East,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,83.97,3,0.0,23.5116,
3064,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,19711,East,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,3,0.0,7.3479,
3065,CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,0.0,25.424,
3066,CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,8,0.2,49.2576,
3067,CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,5,0.0,88.1295,
3069,CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,288.24,6,0.0,138.3552,
3070,US-2017-120089,11/30/2017,11/30/2017,Same Day,ML-17755,Max Ludwig,Home Office,United States,Toledo,Ohio,43615,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,4,0.2,82.992,
3071,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0.0,792.2691,
3072,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,0.0,14.9292,
3073,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,57.75,5,0.0,26.565,
3074,CA-2016-125206,1/3/2016,1/5/2016,First Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0.0,28.615,
3075,CA-2015-126137,10/3/2015,10/8/2015,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,90032,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,0.15,18.4548,
3076,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.864,3,0.2,38.5722,
3082,US-2017-132297,5/27/2017,6/2/2017,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0.0,28.0032,
3083,US-2017-132297,5/27/2017,6/2/2017,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,40214,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,0.0,134.9925,
3086,CA-2017-118773,2/9/2017,2/14/2017,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,2,0.2,15.998,
3089,US-2017-159205,3/31/2017,4/2/2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5,0.0,25.62,
3090,US-2017-159205,3/31/2017,4/2/2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,671.93,7,0.0,188.1404,
3091,CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0.0,219.4514,
3092,CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,0.0,129.5865,
3093,CA-2016-112123,3/3/2016,3/8/2016,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,0.0,79.8912,
3101,CA-2017-131233,4/14/2017,4/19/2017,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,9.0882,
3102,CA-2017-119578,12/22/2017,12/27/2017,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,6,0.0,34.758,
3103,CA-2017-119578,12/22/2017,12/27/2017,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0.0,50.8254,
3107,CA-2017-127460,7/10/2017,7/14/2017,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Aurora,Illinois,60505,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,0.2,26.1156,
3109,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,
3111,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0.0,25.4016,
3112,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0.0,47.7306,
3113,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82,
3114,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0.0,63.873,
3120,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198,
3122,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,0.2,7.596,
3125,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,51.8312,
3126,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428,
3130,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176,
3131,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395.0,5,0.0,39.5,
3132,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,0.2,70.5564,
3137,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,8.499,
3141,CA-2015-112557,4/25/2015,4/28/2015,First Class,JL-15850,John Lucas,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0.0,90.8292,
3143,CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,35.988,
3146,CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528,
3147,CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,
3151,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,607.608,
3154,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018,
3155,CA-2017-150497,7/20/2017,7/24/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0.0,331.191,
3156,CA-2014-128986,8/3/2014,8/5/2014,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212,
3159,US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,5.9185,
3163,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0.0,36.8245,
3164,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,
3166,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984,
3168,CA-2016-146682,10/29/2016,10/31/2016,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67.0,5,0.0,32.16,
3170,CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,0.2,19.435,Pedido em Revisão
3175,CA-2017-157483,11/11/2017,11/18/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0.0,50.9208,
3180,CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0.0,18.1908,
3181,CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0.0,68.823,
3183,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0.0,355.4466,
3184,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0.0,473.6106,
3185,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0.0,157.8702,
3187,CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,26.9526,
3188,CA-2017-159352,3/12/2017,3/17/2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0.0,32.1678,
3192,CA-2017-123981,10/2/2017,10/8/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1,0.0,17.1574,
